https://www.engineering.org.cn/ch/10.15302/J-SSCAE-2024.01.001,"['新时期我国战略性新兴产业发展宏观研究', '我国战略性新兴产业发展环境变化及策略研究', '我国关键矿产及其材料产业供应链高质量发展战略研究', '战略性新兴产业政府引导方式创新研究', '我国水产业高质量发展战略研究']"
https://www.engineering.org.cn/ch/10.15302/J-SSCAE-2024.01.002,"['“十三五”新一代信息技术产业发展策略研究', '基于人-信息-物理系统(HCPS)的新一代智能制造研究', '基于新一代信息技术的能源与矿业治理体系发展战略研究', '面向新一代智能制造的人- 信息- 物理系统（HCPS）', '走向新一代智能制造']"
https://www.engineering.org.cn/ch/10.15302/J-SSCAE-2024.01.006,"['新材料产业质量技术基础发展战略研究', '新兴产业发展战略研究（2035）', '我国新材料产业发展战略研究', '能源新技术新兴产业发展动态与 2035 战略对策', '新时期我国战略性新兴产业发展宏观研究']"
https://www.engineering.org.cn/ch/10.15302/J-SSCAE-2024.01.007,"['基于虚拟现实的截流施工动态可视化仿真研究', '虚拟现实环境下的混凝土坝施工管理与决策', '我国数字创意产业发展现状及创新方向', '我国农业全产业链绿色发展路径与对策研究', '中国健康服务业发展战略研究']"
https://www.engineering.org.cn/ch/10.15302/J-SSCAE-2024.01.003,"['基于 4S 融合的新一代智能汽车创新发展战略研究', '我国道路交通与能源融合发展战略研究', '我国陆路交通能源系统发展战略研究', '地下空间支撑下的城市轨道交通和能源系统融合发展研究', '健康中国背景下“新医科”发展战略研究']"
https://www.engineering.org.cn/ch/10.15302/J-SSCAE-2024.01.005,"['我国农业全产业链绿色发展路径与对策研究', '我国节能环保产业发展战略研究', '我国节能环保产业发展的思考', '我国环保产业的技术创新能力分析', '“一带一路”背景下我国大气环保产业 “走出去”的对策研究']"
https://www.engineering.org.cn/ch/10.15302/J-SSCAE-2023.07.037,"['面向碳中和的近实时碳排放量化技术', '“双碳”目标下建筑业低碳转型对策研究', '交通运输领域碳达峰、碳中和路径研究', '建筑结构隐含碳排放限值预设方法研究', '我国电力碳达峰、碳中和路径研究']"
https://www.engineering.org.cn/ch/10.15302/J-SSCAE-2024.01.004,"['植物（秸秆）改性纤维资源化利用', '加速胚胎移植技术产业化促进我国养牛业发展', '我国草地的固碳功能', '我国林业生物质成型燃料产业化实证研究', '论加快我国花生产业发展策略']"
https://www.engineering.org.cn/ch/10.15302/J-SSCAE-2024.01.008,"['智能船舶工程科技发展战略研究', '中国智能制造发展战略研究', '船舶配套设备智能化发展战略研究', '新型网络产业发展战略研究', '基于人工智能的内容安全发展战略研究']"
https://www.engineering.org.cn/ch/10.15302/J-SSCAE-2024.01.013,[]
https://www.engineering.org.cn/ch/10.15302/J-SSCAE-2024.01.015,"['海上无人系统发展及关键技术研究', '一种高效的异构车辆集群协同框架', '卫星互联网资源管控技术研究', '多无人系统协同中的人工智能安全探索', '面向6G的信道测量与建模：现状与展望']"
https://www.engineering.org.cn/ch/10.15302/J-SSCAE-2024.01.011,"['基于多智能体深度强化学习的工业无线网络端边协同资源分配', 'MEACC：一种基于云计算的智能设备节能架构', '从协同视角论云资源调度技术：综述', '重大耗能设备低碳运行智能控制方法', '基于云制造的产品协同设计平台架构研究']"
https://www.engineering.org.cn/ch/10.15302/J-SSCAE-2024.01.010,"['移动机器人运动规划研究综述', '人工智能与机器人辅助医学发展研究', '智能家居环境中基于移动机器人的失物搜索', '可佳：一种容忍环境变化的自助服务机器人', '机器人任务规划：基于PDDL和ASP的任务规划系统实验比较研究']"
https://www.engineering.org.cn/ch/10.15302/J-SSCAE-2024.01.014,[]
https://www.engineering.org.cn/ch/10.15302/J-SSCAE-2024.01.012,"['自动驾驶地图有关政策的思考和建议', '面向强化学习自动驾驶模型的异步监督学习预训练方法', '基于混合强化学习的自动驾驶汽车行人避撞方法', '一种用于自动驾驶的车辆概率性长期轨迹预测框架', '迈向L5级自动驾驶汽车的发展原则']"
https://www.engineering.org.cn/ch/10.15302/J-SSCAE-2024.01.016,"['车路协同环境下的交通工程', '虚实融合的协同工作环境CAR-CA工程技术研究进展', '电子雷管起爆技术研究进展与发展建议', '自动驾驶地图有关政策的思考和建议', '基于共点映射的无人车可行驶区域检测方法']"
https://www.engineering.org.cn/ch/10.15302/J-SSCAE-2024.07.004,"['人工智能在智能制造领域的应用研究', '基于人工智能的内容安全发展战略研究', '我国企业人工智能应用现状与挑战', '人工智能技术在智能制造中的典型应用场景与标准体系研究', '我国人工智能核心软硬件发展战略研究']"
https://www.engineering.org.cn/ch/10.15302/J-SSCAE-2024.01.017,"['适用于大视场红外地球敏感器的相机标定方法', '生物机械工程研究进展', '实现隐私保护个性化推荐服务', '隐私计算——概念、计算框架及其未来发展趋势', '仿生与生物启发膜的研究进展']"
https://www.engineering.org.cn/ch/10.15302/J-SSCAE-2024.07.001,"['砂质边坡安全保障新技术研究', '某露天采场爆破震动特性及减震技术研究', '冶金行业呼吸性粉尘的喷雾净化技术研究', '海上稠油聚合物驱关键技术研究与矿场试验', '表面活性剂在造纸工业中的应用和研究进展']"
https://www.engineering.org.cn/ch/10.15302/J-SSCAE-2024.01.019,"['知识论框架 通向信息-知识-智能统一的理论', '知行学引论——信息 知识 智能的统一理论', '知识管理系统的运用与深化', '智能制造评价理论研究现状及未来展望', '工业环境下信息通信类技术赋能智能制造研究']"
